ZMID,DEH,ZMMC,DW,基价,RGF,CLF,JXF,QTF
13110,11-235,玻璃布、白布面刷油 设备 调合漆 第二遍,10m2,46.1,29.38,16.72,0.0,0
13111,11-236,玻璃布、白布面刷油 设备 煤焦油 第一遍,10m2,54.04,33.46,20.58,0.0,0
13112,11-237,玻璃布、白布面刷油 设备 煤焦油 第二遍,10m2,45.54,29.38,16.16,0.0,0
13113,11-238,玻璃布、白布面刷油 设备 沥青漆 第一遍,10m2,80.24,35.09,45.15,0.0,0
13114,11-239,玻璃布、白布面刷油 设备 沥青漆 第二遍,10m2,62.99,29.81,33.18,0.0,0
13115,11-240,玻璃布、白布面刷油 设备 银粉漆 第一遍,10m2,50.92,33.46,17.46,0.0,0
13116,11-241,玻璃布、白布面刷油 设备 银粉漆 第二遍,10m2,45.92,29.38,16.54,0.0,0
13117,11-242,玻璃布、白布面刷油 设备 冷底子 第一遍,10m2,106.26,35.09,71.17,0.0,0
13118,11-243,玻璃布、白布面刷油 设备 冷底子 第二遍,10m2,89.21,29.81,59.4,0.0,0
13119,11-244,玻璃布、白布面刷油 管道 厚漆 第一遍,10m2,59.66,37.15,22.51,0.0,0
13120,11-245,玻璃布、白布面刷油 管道 厚漆 第二遍,10m2,49.48,32.26,17.22,0.0,0
13121,11-246,玻璃布、白布面刷油 管道 调合漆 第一遍,10m2,59.41,37.15,22.26,0.0,0
13122,11-247,玻璃布、白布面刷油 管道 调合漆 第二遍,10m2,49.2,32.26,16.94,0.0,0
13123,11-248,玻璃布、白布面刷油 管道 煤焦油 第一遍,10m2,58.03,37.15,20.88,0.0,0
13124,11-249,玻璃布、白布面刷油 管道 煤焦油 第二遍,10m2,48.54,32.26,16.28,0.0,0
13125,11-250,玻璃布、白布面刷油 管道 沥青漆 第一遍,10m2,82.84,35.09,47.75,0.0,0
13126,11-251,玻璃布、白布面刷油 管道 沥青漆 第二遍,10m2,65.44,29.81,35.63,0.0,0
13127,11-252,玻璃布、白布面刷油 管道 银粉漆 第一遍,10m2,56.33,37.15,19.18,0.0,0
13128,11-253,玻璃布、白布面刷油 管道 银粉漆 第二遍,10m2,49.54,32.26,17.28,0.0,0
13129,11-254,玻璃布、白布面刷油 管道 冷底子 第一遍,10m2,119.13,37.15,81.98,0.0,0
13130,11-255,玻璃布、白布面刷油 管道 冷底子 第二遍,10m2,100.55,32.26,68.29,0.0,0
13131,11-256,麻布面、石棉布面刷油 设备 厚漆 第一遍,10m2,56.56,37.54,19.02,0.0,0
13132,11-257,麻布面、石棉布面刷油 设备 厚漆 第二遍,10m2,46.12,31.44,14.68,0.0,0
13133,11-258,麻布面、石棉布面刷油 设备 调合漆 第一遍,10m2,57.97,37.54,20.43,0.0,0
13134,11-259,麻布面、石棉布面刷油 设备 调合漆 第二遍,10m2,47.0,31.44,15.56,0.0,0
13135,11-260,麻布面、石棉布面刷油 设备 煤焦油 第一遍,10m2,56.92,37.54,19.38,0.0,0
13136,11-261,麻布面、石棉布面刷油 设备 煤焦油 第二遍,10m2,46.55,31.44,15.11,0.0,0
13137,11-262,麻布面、石棉布面刷油 设备 沥青漆 第一遍,10m2,76.02,33.89,42.13,0.0,0
13138,11-263,麻布面、石棉布面刷油 设备 沥青漆 第二遍,10m2,60.24,29.38,30.86,0.0,0
13139,11-264,麻布面、石棉布面刷油 设备 银粉漆 第一遍,10m2,53.64,37.54,16.1,0.0,0
13140,11-265,麻布面、石棉布面刷油 设备 银粉漆 第二遍,10m2,46.74,31.44,15.3,0.0,0
13141,11-266,麻布面、石棉布面刷油 设备 冷底子 第一遍,10m2,105.53,37.54,67.99,0.0,0
13142,11-267,麻布面、石棉布面刷油 设备 冷底子 第二遍,10m2,87.8,31.44,56.36,0.0,0
13143,11-268,麻布面、石棉布面刷油 管道 厚漆 第一遍,10m2,62.34,42.05,20.29,0.0,0
13144,11-269,麻布面、石棉布面刷油 管道 厚漆 第二遍,10m2,51.26,35.09,16.17,0.0,0
13145,11-270,麻布面、石棉布面刷油 管道 调合漆 第一遍,10m2,62.76,42.05,20.71,0.0,0
13146,11-271,麻布面、石棉布面刷油 管道 调合漆 第二遍,10m2,50.98,35.09,15.89,0.0,0
13147,11-272,麻布面、石棉布面刷油 管道 煤焦油 第一遍,10m2,64.24,42.05,22.19,0.0,0
13148,11-273,麻布面、石棉布面刷油 管道 煤焦油 第二遍,10m2,50.29,35.09,15.2,0.0,0
13149,11-274,麻布面、石棉布面刷油 管道 沥青漆 第一遍,10m2,82.14,37.54,44.6,0.0,0
13150,11-275,麻布面、石棉布面刷油 管道 沥青漆 第二遍,10m2,65.98,32.64,33.34,0.0,0
13151,11-276,麻布面、石棉布面刷油 管道 银粉漆 第一遍,10m2,59.63,42.05,17.58,0.0,0
13152,11-277,麻布面、石棉布面刷油 管道 银粉漆 第二遍,10m2,49.99,33.89,16.1,0.0,0
13153,11-278,麻布面、石棉布面刷油 管道 冷底子 第一遍,10m2,116.01,37.54,78.47,0.0,0
13154,11-279,麻布面、石棉布面刷油 管道 冷底子 第二遍,10m2,98.47,32.64,65.83,0.0,0
13155,11-280,气柜刷油 水槽壁内外板 红丹防锈漆 第一遍,10m2,29.29,13.06,16.23,0.0,0
13156,11-281,气柜刷油 水槽壁内外板 红丹防锈漆 第二遍,10m2,21.72,9.41,12.31,0.0,0
13157,11-282,气柜刷油 水槽壁内外板 调合漆 第一遍,10m2,21.53,9.41,12.12,0.0,0
13158,11-283,气柜刷油 水槽壁内外板 调合漆 第二遍,10m2,20.15,9.41,10.74,0.0,0
13159,11-284,气柜刷油 中罩塔内外壁 红丹防锈漆 第一遍,10m2,34.61,18.38,16.23,0.0,0
13160,11-285,气柜刷油 中罩塔内外壁 红丹防锈漆 第二遍,10m2,25.99,13.06,12.93,0.0,0
13161,11-286,气柜刷油 中罩塔内外壁 沥青漆 第一遍,10m2,51.85,17.95,33.9,0.0,0
13162,11-287,气柜刷油 中罩塔内外壁 沥青漆 第二遍,10m2,42.02,13.49,28.53,0.0,0
13163,11-288,气柜刷油 顶盖内 红丹防锈漆 第一遍,10m2,36.25,20.02,16.23,0.0,0
13164,11-289,气柜刷油 顶盖内 红丹防锈漆 第二遍,10m2,26.61,14.3,12.31,0.0,0
13165,11-290,气柜刷油 顶盖内 沥青漆 第一遍,10m2,53.92,20.02,33.9,0.0,0
13166,11-291,气柜刷油 顶盖内 沥青漆 第二遍,10m2,47.55,14.3,33.25,0.0,0
13167,11-292,气柜刷油 顶盖外、鑵底 红丹防锈漆 第一遍,10m2,21.41,9.41,12.0,0.0,0
13168,11-293,气柜刷油 顶盖外、鑵底 红丹防锈漆 第二遍,10m2,20.03,9.41,10.62,0.0,0
13169,11-294,气柜刷油 顶盖外、鑵底 沥青漆 10mm以内,10m2,567.59,115.49,452.1,0.0,0
13170,11-295,气柜刷油 顶盖外、鑵底 沥青漆 15mm以内,10m2,881.96,176.26,705.7,0.0,0
13171,11-296,气柜刷油 顶盖外、鑵底 沥青漆 25mm以内,10m2,1125.86,227.66,898.2,0.0,0
13172,11-297,玛蹄脂面刷油 调合漆 第一遍,10m2,62.76,42.05,20.71,0.0,0
13173,11-298,玛蹄脂面刷油 调合漆 第二遍,10m2,50.34,34.7,15.64,0.0,0
13174,11-299,玛蹄脂面刷油 调合漆 第一遍,10m2,59.63,42.05,17.58,0.0,0
13175,11-300,玛蹄脂面刷油 调合漆 第二遍,10m2,50.8,34.7,16.1,0.0,0
13176,11-301,喷漆 管道 防锈漆 第一遍,10m2,27.4,3.26,11.0,13.14,0
13177,11-302,喷漆 管道 防锈漆 第二遍,10m2,23.37,3.26,9.54,10.57,0
13178,11-303,喷漆 管道 银粉漆 第一遍,10m2,26.23,3.26,12.4,10.57,0
13179,11-304,喷漆 管道 银粉漆 第二遍,10m2,25.28,3.26,11.45,10.57,0
13180,11-305,喷漆 管道 调合漆 第一遍,10m2,28.13,3.26,14.3,10.57,0
13181,11-306,喷漆 管道 调合漆 第二遍,10m2,26.51,3.26,12.68,10.57,0
13182,11-307,喷漆 一般钢结构 防锈漆 第一遍,100kg,27.17,2.06,6.37,18.74,0
13183,11-308,喷漆 一般钢结构 防锈漆 第二遍,100kg,23.76,2.06,5.53,16.17,0
13184,11-309,喷漆 一般钢结构 银粉漆 第一遍,100kg,25.48,2.06,7.25,16.17,0
13185,11-310,喷漆 一般钢结构 银粉漆 第二遍,100kg,24.85,2.06,6.62,16.17,0
13186,11-311,喷漆 一般钢结构 调合漆 第一遍,100kg,26.53,2.06,8.3,16.17,0
13187,11-312,喷漆 一般钢结构 调合漆 第二遍,100kg,25.58,2.06,7.35,16.17,0
13188,11-313,喷漆 管廊钢结构 防锈漆 第一遍,100kg,25.22,1.63,4.85,18.74,0
13189,11-314,喷漆 管廊钢结构 防锈漆 第二遍,100kg,22.04,1.63,4.24,16.17,0
13190,11-315,喷漆 管廊钢结构 银粉漆 第一遍,100kg,23.21,1.63,5.41,16.17,0
13191,11-316,喷漆 管廊钢结构 银粉漆 第二遍,100kg,22.71,1.63,4.91,16.17,0
13192,11-317,喷漆 管廊钢结构 调合漆 第一遍,100kg,24.08,1.63,6.28,16.17,0
13193,11-318,喷漆 管廊钢结构 调合漆 第二遍,100kg,23.35,1.63,5.55,16.17,0
13194,11-319,喷漆 H型钢制结构 防锈漆 第一遍,10m2,39.87,4.08,13.2,22.59,0
13195,11-320,喷漆 H型钢制结构 防锈漆 第二遍,10m2,36.85,4.08,11.46,21.31,0
13196,11-321,喷漆 H型钢制结构 银粉漆 第一遍,10m2,40.27,4.08,14.88,21.31,0
13197,11-322,喷漆 H型钢制结构 银粉漆 第二遍,10m2,39.19,4.08,13.8,21.31,0
13198,11-323,喷漆 H型钢制结构 调合漆 第一遍,10m2,42.55,4.08,17.16,21.31,0
13199,11-324,喷漆 H型钢制结构 调合漆 第二遍,10m2,40.53,4.08,15.14,21.31,0
13200,11-325,漆酚树脂漆 设备 底漆 两遍,10m2,106.23,43.25,43.85,19.13,0
13201,11-326,漆酚树脂漆 设备 底漆 每增一遍,10m2,50.44,22.85,16.4,11.19,0
13202,11-327,漆酚树脂漆 设备 中间漆 两遍,10m2,75.79,33.46,26.17,16.16,0
13203,11-328,漆酚树脂漆 设备 中间漆 每增一遍,10m2,38.18,17.14,12.83,8.21,0
13204,11-329,漆酚树脂漆 设备 面漆 两遍,10m2,66.95,29.81,22.71,14.43,0
13205,11-330,漆酚树脂漆 设备 面漆 每增一遍,10m2,33.41,15.12,11.08,7.21,0
13206,11-331,漆酚树脂漆 管道 底漆 两遍,10m2,113.17,63.65,49.52,0.0,0
13207,11-332,漆酚树脂漆 管道 底漆 每增一遍,10m2,50.25,31.44,18.81,0.0,0
13208,11-333,漆酚树脂漆 管道 中间漆 两遍,10m2,83.82,50.59,33.23,0.0,0
13209,11-334,漆酚树脂漆 管道 中间漆 第増一遍,10m2,41.21,25.3,15.91,0.0,0
13210,11-335,漆酚树脂漆 管道 面漆 两遍,10m2,77.11,45.7,31.41,0.0,0
13211,11-336,漆酚树脂漆 管道 面漆 每增一遍,10m2,38.15,22.85,15.3,0.0,0
13212,11-337,漆酚树脂漆 一般钢结构 底漆 两遍,100kg,55.83,24.91,25.32,5.6,0
13213,11-338,漆酚树脂漆 一般钢结构 底漆 每增一遍,100kg,28.04,13.06,9.38,5.6,0
13214,11-339,漆酚树脂漆 一般钢结构 中间漆 两遍,100kg,39.79,19.2,14.99,5.6,0
13215,11-340,漆酚树脂漆 一般钢结构 中间漆 每增一遍,100kg,22.76,9.79,7.37,5.6,0
13216,11-341,漆酚树脂漆 一般钢结构 面漆 两遍,100kg,35.92,17.14,13.18,5.6,0
13217,11-342,漆酚树脂漆 一般钢结构 面漆 每增一遍,100kg,20.65,8.59,6.46,5.6,0
13218,11-343,漆酚树脂漆 管廊钢结构 底漆 两遍,100kg,43.35,18.77,18.98,5.6,0
13219,11-344,漆酚树脂漆 管廊钢结构 底漆 每增一遍,100kg,22.47,9.79,7.08,5.6,0
13220,11-345,漆酚树脂漆 管廊钢结构 中间漆 两遍,100kg,31.75,14.69,11.46,5.6,0
13221,11-346,漆酚树脂漆 管廊钢结构 中间漆 每增一遍,100kg,18.45,7.34,5.51,5.6,0
13222,11-347,漆酚树脂漆 管廊钢结构 面漆 两遍,100kg,28.71,13.06,10.05,5.6,0
13223,11-348,漆酚树脂漆 管廊钢结构 面漆 每增一遍,100kg,17.01,6.53,4.88,5.6,0
13224,11-349,漆酚树脂漆 H型钢制钢结构 底漆 两遍,10m2,117.91,51.84,52.62,13.45,0
13225,11-350,漆酚树脂漆 H型钢制钢结构 底漆 每增一遍,10m2,60.51,27.36,19.7,13.45,0
13226,11-351,漆酚树脂漆 H型钢制钢结构 中间漆 两遍,10m2,84.82,39.98,31.39,13.45,0
13227,11-352,漆酚树脂漆 H型钢制钢结构 中间漆 每增一遍,10m2,49.24,20.4,15.39,13.45,0
13228,11-353,漆酚树脂漆 H型钢制钢结构 面漆 两遍,10m2,76.61,35.9,27.26,13.45,0
13229,11-354,漆酚树脂漆 H型钢制钢结构 面漆 每增一遍,10m2,44.74,17.95,13.34,13.45,0
13230,11-355,聚氨酯漆 设备 底漆 两遍,10m2,106.72,37.54,50.05,19.13,0
13231,11-356,聚氨酯漆 设备 底漆 增一遍,10m2,54.58,23.66,19.73,11.19,0
13232,11-357,聚氨酯漆 设备 中间漆 两遍,10m2,50.46,17.57,24.68,8.21,0
13233,11-358,聚氨酯漆 设备 中间漆 增一遍,10m2,49.76,17.57,23.98,8.21,0
13234,11-359,聚氨酯漆 设备 面漆 每一遍,10m2,56.91,17.57,31.13,8.21,0
13235,11-360,聚氨酯漆 管道 底漆 两遍,10m2,107.94,50.59,57.35,0.0,0
13236,11-361,聚氨酯漆 管道 底漆 增一遍,10m2,58.55,35.52,23.03,0.0,0
13237,11-362,聚氨酯漆 管道 中间漆 一遍,10m2,53.62,26.11,27.51,0.0,0
13238,11-363,聚氨酯漆 管道 中间漆 增一遍,10m2,48.48,26.11,22.37,0.0,0
13239,11-364,聚氨酯漆 管道 面漆 每一遍,10m2,66.47,26.11,40.36,0.0,0
13240,11-365,聚氨酯漆 一般钢结构 底漆 两遍,100kg,56.34,21.65,29.09,5.6,0
13241,11-366,聚氨酯漆 一般钢结构 底漆 增一遍,100kg,30.36,13.87,10.89,5.6,0
13242,11-367,聚氨酯漆 一般钢结构 中间漆 一遍,100kg,30.6,10.22,14.78,5.6,0
13243,11-368,聚氨酯漆 一般钢结构 中间漆 增一遍,100kg,30.18,10.22,14.36,5.6,0
13244,11-369,聚氨酯漆 一般钢结构 面漆 每一遍,100kg,30.88,10.22,15.06,5.6,0
13245,11-370,聚氨酯漆 H型钢制钢结构 底漆 两遍,10m2,118.39,44.88,60.06,13.45,0
13246,11-371,聚氨酯漆 H型钢制钢结构 底漆 增一遍,10m2,65.68,28.56,23.67,13.45,0
13247,11-372,聚氨酯漆 H型钢制钢结构 中间漆 一遍,10m2,65.25,21.22,30.58,13.45,0
13248,11-373,聚氨酯漆 H型钢制钢结构 中间漆 增一遍,10m2,56.13,21.22,21.46,13.45,0
13249,11-374,聚氨酯漆 H型钢制钢结构 面漆 每一遍,10m2,72.17,21.22,37.5,13.45,0
13250,11-375,聚氨酯漆 管廊钢结构 底漆 两遍,100kg,44.96,16.32,23.04,5.6,0
13251,11-376,聚氨酯漆 管廊钢结构 底漆 增一遍,100kg,24.85,10.61,8.64,5.6,0
13252,11-377,聚氨酯漆 管廊钢结构 中间漆 一遍,100kg,24.72,7.78,11.34,5.6,0
13253,11-378,聚氨酯漆 管廊钢结构 中间漆 增一遍,100kg,24.26,7.78,10.88,5.6,0
13254,11-379,聚氨酯漆 管廊钢结构 面漆 每一遍,100kg,27.16,7.78,13.78,5.6,0
13255,11-380,环氧、酚醛树脂漆 设备 底漆 两遍,10m2,136.37,37.54,79.7,19.13,0
13256,11-381,环氧、酚醛树脂漆 设备 底漆 增一遍,10m2,63.83,20.02,32.62,11.19,0
13257,11-382,环氧、酚醛树脂漆 设备 面漆 两遍,10m2,108.1,26.54,67.13,14.43,0
13258,11-383,环氧、酚醛树脂漆 设备 面漆 增一遍,10m2,52.91,13.49,32.21,7.21,0
13259,11-384,环氧、酚醛树脂漆 管道 底漆 两遍,10m2,150.34,54.67,95.67,0.0,0
13260,11-385,环氧、酚醛树脂漆 管道 底漆 增一遍,10m2,67.57,27.36,40.21,0.0,0
13261,11-386,环氧、酚醛树脂漆 管道 面漆 两遍,10m2,124.56,39.17,85.39,0.0,0
13262,11-387,环氧、酚醛树脂漆 管道 面漆 增一遍,10m2,60.34,19.58,40.76,0.0,0
13263,11-388,环氧、酚醛树脂漆 一般钢结构 底漆 两遍,100kg,75.38,21.65,48.13,5.6,0
13264,11-389,环氧、酚醛树脂漆 一般钢结构 底漆 增一遍,100kg,36.68,11.42,19.66,5.6,0
13265,11-390,环氧、酚醛树脂漆 一般钢结构 面漆 两遍,100kg,62.37,15.94,40.83,5.6,0
13266,11-391,环氧、酚醛树脂漆 一般钢结构 面漆 增一遍,100kg,33.05,7.78,19.67,5.6,0
13267,11-392,环氧、酚醛树脂漆 H型钢制钢结构 底漆 两遍,10m2,154.11,44.88,95.78,13.45,0
13268,11-393,环氧、酚醛树脂漆 H型钢制钢结构 底漆 增一遍,10m2,76.67,24.1,39.12,13.45,0
13269,11-394,环氧、酚醛树脂漆 H型钢制钢结构 面漆 两遍,10m2,125.69,31.82,80.42,13.45,0
13270,11-395,环氧、酚醛树脂漆 H型钢制钢结构 面漆 增一遍,10m2,68.61,16.32,38.84,13.45,0
13271,11-396,环氧、酚醛树脂漆 管廊钢结构 底漆 两遍,100kg,57.17,16.32,35.25,5.6,0
13272,11-397,环氧、酚醛树脂漆 管廊钢结构 底漆 增一遍,100kg,29.47,8.98,14.89,5.6,0
13273,11-398,环氧、酚醛树脂漆 管廊钢结构 面漆 两遍,100kg,48.67,12.24,30.83,5.6,0
13274,11-399,环氧、酚醛树脂漆 管廊钢结构 面漆 增一遍,100kg,26.4,5.71,15.09,5.6,0
13275,11-400,冷回环氧树脂漆 管道 底漆 两遍,10m2,162.44,55.1,107.34,0.0,0
13276,11-401,冷回环氧树脂漆 管道 底漆 增一遍,10m2,70.87,27.36,43.51,0.0,0
13277,11-402,冷回环氧树脂漆 管道 面漆 两遍,10m2,140.03,39.6,100.43,0.0,0
13278,11-403,冷回环氧树脂漆 管道 面漆 增一遍,10m2,68.03,20.02,48.01,0.0,0
13279,11-404,冷回环氧树脂漆 管道 底漆 两遍,10m2,145.06,37.97,87.96,19.13,0
13280,11-405,冷回环氧树脂漆 管道 底漆 增一遍,10m2,67.67,20.02,36.46,11.19,0
13281,11-406,冷回环氧树脂漆 管道 面漆 两遍,10m2,116.74,26.54,75.77,14.43,0
13282,11-407,冷回环氧树脂漆 管道 面漆 增一遍,10m2,56.91,13.49,36.21,7.21,0
13283,11-408,冷回环氧树脂漆 一般钢结构 底漆 两遍,100kg,79.6,22.03,51.97,5.6,0
13284,11-409,冷回环氧树脂漆 一般钢结构 底漆 增一遍,100kg,38.81,11.86,21.35,5.6,0
13285,11-410,冷回环氧树脂漆 一般钢结构 面漆 两遍,100kg,66.7,15.12,45.98,5.6,0
13286,11-411,冷回环氧树脂漆 一般钢结构 面漆 增一遍,100kg,36.11,7.78,22.73,5.6,0
13287,11-412,冷回环氧树脂漆 H型钢制钢结构 底漆 两遍,10m2,164.79,45.7,105.64,13.45,0
13288,11-413,冷回环氧树脂漆 H型钢制钢结构 底漆 增一遍,10m2,81.26,24.1,43.71,13.45,0
13289,11-414,冷回环氧树脂漆 H型钢制钢结构 面漆 两遍,10m2,136.01,31.82,90.74,13.45,0
13290,11-415,冷回环氧树脂漆 H型钢制钢结构 面漆 增一遍,10m2,73.21,16.32,43.44,13.45,0
13291,11-416,冷回环氧树脂漆 管廊钢结构 底漆 两遍,100kg,61.74,16.75,39.39,5.6,0
13292,11-417,冷回环氧树脂漆 管廊钢结构 底漆 增一遍,100kg,30.82,8.98,16.24,5.6,0
13293,11-418,冷回环氧树脂漆 管廊钢结构 面漆 两遍,100kg,51.95,11.42,34.93,5.6,0
13294,11-419,冷回环氧树脂漆 管廊钢结构 面漆 增一遍,100kg,28.91,6.14,17.17,5.6,0
13295,11-420,环氧呋喃树脂漆 设备 底漆 两遍,10m2,134.91,37.97,77.81,19.13,0
13296,11-421,环氧呋喃树脂漆 设备 底漆 增一遍,10m2,62.95,20.02,31.74,11.19,0
13297,11-422,环氧呋喃树脂漆 设备 面漆 两遍,10m2,109.07,26.54,68.1,14.43,0
13298,11-423,环氧呋喃树脂漆 设备 面漆 增一遍,10m2,53.35,13.49,32.65,7.21,0
13299,11-424,环氧呋喃树脂漆 管道 底漆 两遍,10m2,146.39,55.1,91.29,0.0,0
13300,11-425,环氧呋喃树脂漆 管道 底漆 增一遍,10m2,65.05,27.36,37.69,0.0,0
13301,11-426,环氧呋喃树脂漆 管道 面漆 两遍,10m2,126.25,39.6,86.65,0.0,0
13302,11-427,环氧呋喃树脂漆 管道 面漆 增一遍,10m2,61.49,20.02,41.47,0.0,0
13303,11-428,环氧呋喃树脂漆 一般结构 底漆 两遍,100kg,72.9,22.03,45.27,5.6,0
13304,11-429,环氧呋喃树脂漆 一般结构 底漆 增一遍,100kg,36.31,11.86,18.85,5.6,0
13305,11-430,环氧呋喃树脂漆 一般结构 面漆 两遍,100kg,62.76,15.94,41.22,5.6,0
13306,11-431,环氧呋喃树脂漆 一般结构 面漆 增一遍,100kg,33.23,7.78,19.85,5.6,0
13307,11-432,环氧呋喃树脂漆 H型钢制钢结构 底漆 两遍,10m2,152.53,45.7,93.38,13.45,0
13308,11-433,环氧呋喃树脂漆 H型钢制钢结构 底漆 增一遍,10m2,75.55,24.1,38.0,13.45,0
13309,11-434,环氧呋喃树脂漆 H型钢制钢结构 面漆 两遍,10m2,127.0,31.82,81.73,13.45,0
13310,11-435,环氧呋喃树脂漆 H型钢制钢结构 面漆 增一遍,10m2,68.99,16.32,39.22,13.45,0
13311,11-436,环氧呋喃树脂漆 管廊钢结构 底漆 两遍,100kg,56.62,16.75,34.27,5.6,0
13312,11-437,环氧呋喃树脂漆 管廊钢结构 底漆 增一遍,100kg,28.79,8.98,14.21,5.6,0
13313,11-438,环氧呋喃树脂漆 管廊钢结构 面漆 两遍,100kg,47.24,11.42,30.22,5.6,0
13314,11-439,环氧呋喃树脂漆 管廊钢结构 面漆 增一遍,100kg,26.39,6.14,14.65,5.6,0
13315,11-440,酚醛树脂漆 设备 底漆 两层,10m2,118.36,44.88,54.35,19.13,0
13316,11-441,酚醛树脂漆 设备 底漆 增一层,10m2,55.94,24.1,20.65,11.19,0
13317,11-442,酚醛树脂漆 设备 中间漆 两层,10m2,94.5,38.78,37.56,18.16,0
13318,11-443,酚醛树脂漆 设备 中间漆 增一层,10m2,46.22,19.58,17.45,9.19,0
13319,11-444,酚醛树脂漆 设备 面漆 两层,10m2,86.92,32.26,40.23,14.43,0
13320,11-445,酚醛树脂漆 设备 面漆 增一层,10m2,42.49,15.94,19.34,7.21,0
13321,11-446,酚醛树脂漆 管道 底漆 两层,10m2,128.06,66.1,61.96,0.0,0
13322,11-447,酚醛树脂漆 管道 底漆 增一层,10m2,56.63,33.07,23.56,0.0,0
13323,11-448,酚醛树脂漆 管道 中间漆 两层,10m2,95.87,52.22,43.65,0.0,0
13324,11-449,酚醛树脂漆 管道 中间漆 增一层,10m2,46.4,26.11,20.29,0.0,0
13325,11-450,酚醛树脂漆 管道 面漆 两层,10m2,98.92,47.76,51.16,0.0,0
13326,11-451,酚醛树脂漆 管道 面漆 增一层,10m2,48.64,24.1,24.54,0.0,0
13327,11-452,酚醛树脂漆 一般钢结构 底漆 两层,100kg,63.73,26.11,32.02,5.6,0
13328,11-453,酚醛树脂漆 一般钢结构 底漆 增一层,100kg,32.0,14.3,12.1,5.6,0
13329,11-454,酚醛树脂漆 一般钢结构 中间漆 两层,100kg,49.82,22.46,21.76,5.6,0
13330,11-455,酚醛树脂漆 一般钢结构 中间漆 增一层,100kg,27.16,11.42,10.14,5.6,0
13331,11-456,酚醛树脂漆 一般钢结构 面漆 两层,100kg,47.72,18.77,23.35,5.6,0
13332,11-457,酚醛树脂漆 一般钢结构 面漆 增一层,100kg,26.56,9.79,11.17,5.6,0
13333,11-458,酚醛树脂漆 管廊钢结构 底漆 两层,100kg,49.38,19.58,24.2,5.6,0
13334,11-459,酚醛树脂漆 管廊钢结构 底漆 增一层,100kg,25.76,11.04,9.12,5.6,0
13335,11-460,酚醛树脂漆 管廊钢结构 中间漆 两层,100kg,38.95,17.14,16.21,5.6,0
13336,11-461,酚醛树脂漆 管廊钢结构 中间漆 增一层,100kg,21.75,8.59,7.56,5.6,0
13337,11-462,酚醛树脂漆 管廊钢结构 面漆 两层,100kg,37.67,14.3,17.77,5.6,0
13338,11-463,酚醛树脂漆 管廊钢结构 面漆 增一层,100kg,21.6,7.34,8.66,5.6,0
13339,11-464,酚醛树脂漆 H型钢制钢结构 底漆 两层,10m2,132.5,53.86,65.19,13.45,0
13340,11-465,酚醛树脂漆 H型钢制钢结构 底漆 增一层,10m2,67.21,28.99,24.77,13.45,0
13341,11-466,酚醛树脂漆 H型钢制钢结构 中间漆 两层,10m2,105.02,46.51,45.06,13.45,0
13342,11-467,酚醛树脂漆 H型钢制钢结构 中间漆 增一层,10m2,58.09,23.66,20.98,13.45,0
13343,11-468,酚醛树脂漆 H型钢制钢结构 面漆 两层,10m2,100.55,38.78,48.32,13.45,0
13344,11-469,酚醛树脂漆 H型钢制钢结构 面漆 增一层,10m2,55.8,19.2,23.15,13.45,0
13345,11-470,氯磺化聚乙烯漆 设备 底漆 一遍,10m2,118.16,46.94,48.85,22.37,0
13346,11-471,氯磺化聚乙烯漆 设备 中间漆 一遍,10m2,95.56,38.35,34.84,22.37,0
13347,11-472,氯磺化聚乙烯漆 设备 中间漆 增一遍,10m2,91.11,38.35,30.39,22.37,0
13348,11-473,氯磺化聚乙烯漆 设备 面漆一遍,10m2,87.22,34.27,30.58,22.37,0
13349,11-474,氯磺化聚乙烯漆 管道 底漆 一遍,10m2,136.37,62.83,51.17,22.37,0
13350,11-475,氯磺化聚乙烯漆 管道 中间漆 一遍,10m2,108.62,51.41,34.84,22.37,0
13351,11-476,氯磺化聚乙烯漆 管道 中间漆 增一遍,10m2,103.78,51.02,30.39,22.37,0
13352,11-477,氯磺化聚乙烯漆 管道 面漆一遍,10m2,99.08,46.13,30.58,22.37,0
13353,11-478,氯磺化聚乙烯漆 一般钢结构 底漆 一遍,100kg,60.92,26.93,28.39,5.6,0
13354,11-479,氯磺化聚乙烯漆 一般钢结构 中间漆 一遍,100kg,47.82,22.03,20.19,5.6,0
13355,11-480,氯磺化聚乙烯漆 一般钢结构 中间漆 增一遍,100kg,45.3,22.03,17.67,5.6,0
13356,11-481,氯磺化聚乙烯漆 一般钢结构 面漆一遍,100kg,42.95,19.58,17.77,5.6,0
13357,11-482,氯磺化聚乙烯漆 H型钢制钢结构 底漆 一遍,10m2,128.38,56.3,58.63,13.45,0
13358,11-483,氯磺化聚乙烯漆 H型钢制钢结构 中间漆 一遍,10m2,101.35,46.13,41.77,13.45,0
13359,11-484,氯磺化聚乙烯漆 H型钢制钢结构 中间漆 增一遍,10m2,95.57,45.7,36.42,13.45,0
13360,11-485,氯磺化聚乙烯漆 H型钢制钢结构 面漆一遍,10m2,65.17,41.23,10.49,13.45,0
13361,11-486,氯磺化聚乙烯漆 管廊钢结构 底漆 一遍,100kg,47.71,20.4,21.71,5.6,0
13362,11-487,氯磺化聚乙烯漆 管廊钢结构 中间漆 一遍,100kg,37.69,16.75,15.34,5.6,0
